back_down,DVadv,set,intelligent,confident,id,c1,c2,c3,c4,i1,i2,i3,i4,i5,othercheck,passman,moderatorrolecheck,passcomp,male,age,filter_$
backed_down,NA,NA,NA,NA,A2IC4IMH7G9UKU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
backed_down,5,1,5.6,5,A2LFT9N17HS9FX,7,7,1,5,5,5,7,6,5,NA,NA,NA,NA,NA,NA,1
did_not_back_down,NA,NA,NA,NA,A31PCN2LP7DP8I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did_not_back_down,4,NA,4,4.75,A21389CE81CPZ0,5,5,5,4,5,3,4,4,4,NA,NA,NA,NA,NA,NA,NA
did_not_back_down,6,2,7,6,A2UD55WYGQHGAT,6,6,6,6,7,7,7,7,7,NA,NA,NA,NA,NA,NA,0
backed_down,4,NA,5,5,A1BQKP971LFCYL,5,5,5,5,5,5,5,5,5,2,0,1,0,0,36,NA
backed_down,6,1,5.4,4.5,A3ANYKOQE1N4R,6,4,4,4,6,4,6,6,5,2,0,1,0,1,33,1
backed_down,1,2,7,1,A1NIPJZWXW7ZKM,1,1,1,1,7,7,7,7,7,1,1,2,1,0,27,0
backed_down,1,2,2.2,1,A1H4GJFI4NJWKV,1,1,1,1,2,2,3,2,2,1,1,2,1,0,41,0
backed_down,2,2,2.2,3,A2CRC09J74PII5,3,3,3,3,2,3,2,2,2,1,1,2,1,1,50,0
backed_down,2,2,2,2,A2RB4WF5CDMEL9,2,2,2,2,2,2,2,2,2,1,1,2,1,0,64,0
backed_down,2,2,2.8,1,A3RD486RQUI2XV,1,1,1,1,4,4,1,4,1,1,1,2,1,0,47,0
backed_down,2,2,3,2.25,A1JMD1M91WRWGB,3,2,2,2,3,2,2,3,5,1,1,2,1,1,44,0
backed_down,2,2,4.8,2.5,A2223XYV804AY7,3,3,2,2,5,3,6,5,5,1,1,2,1,0,47,0
backed_down,2,2,5.2,2,AMN2BRHBYE4G1,2,2,2,2,6,4,5,5,6,1,1,2,1,1,53,0
backed_down,2,2,4.4,4.25,A3GOP7D98N6TVM,5,6,3,3,4,4,5,5,4,1,1,2,1,0,30,0
backed_down,3,2,4.2,3,A2DA849F6IV3EO,3,3,3,3,4,4,5,4,4,1,1,2,1,0,45,0
backed_down,3,2,4.6,3,A1LZDDFTH09N9K,3,3,3,3,5,5,4,5,4,1,1,2,1,0,30,0
backed_down,3,2,5.6,3,AKON4ZPGX5DYQ,3,3,3,3,6,5,5,6,6,1,1,2,1,0,32,0
backed_down,3,2,4.4,3,A2CK0OXMPOR9LE,3,3,3,3,5,3,4,5,5,1,1,2,1,1,28,0
backed_down,3,2,5.6,3,A19DY2RQN6EJAC,3,3,3,3,6,4,6,6,6,1,1,2,1,1,47,0
backed_down,3,2,3.6,4.25,A1SJRFJWFXSDH4,5,5,4,3,4,5,2,4,3,1,1,2,1,0,30,0
backed_down,3,2,3.6,2.25,A3PQYTQ44C8UQ4,2,2,2,3,4,3,3,4,4,1,1,2,1,0,57,0
backed_down,3,2,4.6,2.75,A2YJZYTC8WOIZT,3,3,2,3,4,5,5,4,5,1,1,2,1,0,45,0
backed_down,3,2,5,3.75,AOSO1D81K0ET0,4,4,3,4,5,5,4,5,6,1,1,2,1,1,64,0
backed_down,3,2,4.4,3,AO97T9MTSKK0Z,3,3,2,4,4,5,4,4,5,1,1,2,1,1,41,0
backed_down,3,2,4.8,4.25,ADZHJZ078THWQ,5,5,4,3,5,5,5,5,4,1,1,2,1,1,23,0
backed_down,3,2,4,3.25,A2X5BYJKVKSYQQ,3,4,3,3,4,4,4,4,4,1,1,2,1,1,38,0
backed_down,3,2,4.8,3,AVQGY7FCU80XP,3,3,3,3,5,4,5,5,5,1,1,2,1,1,41,0
backed_down,4,NA,4.6,5,A134Z0KUOMR8CW,5,5,5,5,5,4,4,4,6,1,1,2,1,1,58,NA
backed_down,4,NA,3.8,3.25,A2FBR207LOF7FK,4,4,3,2,4,3,3,4,5,1,1,2,1,1,25,NA
backed_down,4,NA,4.4,3.75,A6TXWXXFY47OR,4,4,3,4,5,4,5,4,4,1,1,2,1,1,32,NA
backed_down,4,NA,3.4,3,ATSZCAVI441RM,3,3,2,4,4,2,5,4,2,1,1,2,1,0,29,NA
backed_down,4,NA,4.4,4,A3VOYK4UGI5BJF,5,2,5,4,6,6,4,2,4,1,1,2,1,1,33,NA
backed_down,4,NA,3.4,3,A3U4SSUB9ZZ9T0,3,3,3,3,3,4,3,3,4,1,1,2,1,0,54,NA
backed_down,4,NA,5.2,4.75,A2RYV661AZYCBP,5,5,5,4,5,6,5,5,5,1,1,2,1,0,42,NA
backed_down,4,NA,4.4,5,AAXX5LDVJ32F8,5,5,5,5,5,4,4,4,5,1,1,2,1,1,46,NA
backed_down,4,NA,4,3,A240OTT1T85UGT,3,3,3,3,4,4,4,4,4,1,1,2,1,1,34,NA
backed_down,4,NA,5.4,6.5,A2T5YVU37RBCCP,7,7,6,6,6,6,6,4,5,1,1,2,1,1,59,NA
backed_down,4,NA,4.6,4.75,A3CKR60DBKQ7ZH,5,5,5,4,5,4,4,5,5,1,1,2,1,0,31,NA
backed_down,4,NA,4.6,3,A2AHS2MN3M5CVX,3,3,3,3,4,4,5,4,6,1,1,2,1,0,63,NA
backed_down,4,NA,5.6,3.5,A2LO0E22RWJATQ,5,3,3,3,6,5,6,6,5,1,1,2,1,0,40,NA
backed_down,4,NA,4.4,3.5,A9O273N0X06JS,3,3,4,4,5,3,5,5,4,1,1,2,1,1,25,NA
backed_down,4,NA,1,1,A35P8YSNTQ7OTP,1,1,1,1,1,1,1,1,1,1,1,2,1,1,46,NA
backed_down,5,1,4.8,3,A1PT37VP2YON50,3,3,3,3,5,5,5,5,4,1,1,2,1,0,33,1
backed_down,5,1,4.6,4.25,A26FC0H9JNICC7,4,4,4,5,6,4,5,4,4,1,1,2,1,1,28,1
backed_down,5,1,4.8,3.75,A2SNIQ9FD2T58Z,4,4,4,3,5,3,6,5,5,1,1,2,1,1,45,1
backed_down,5,1,5.4,5,ALWN8GJT5QPY7,5,6,4,5,6,6,6,4,5,1,1,2,1,1,28,1
backed_down,5,1,4.6,4.5,A3P1RCXKFG0NH3,4,5,5,4,5,5,4,5,4,1,1,2,1,0,24,1
backed_down,5,1,5.2,5,A2GGKN1LCJKZ5F,5,5,5,5,5,5,6,5,5,1,1,2,1,1,22,1
backed_down,5,1,5,5.25,A1BUNVEBM24EZ9,5,6,6,4,5,4,6,5,5,1,1,2,1,0,30,1
backed_down,5,1,5.2,3.75,AVIFWJNLACR4I,3,4,4,4,5,6,5,5,5,1,1,2,1,1,33,1
backed_down,5,1,5.4,5.25,A183WYXN12P2TJ,5,5,5,6,5,6,5,6,5,1,1,2,1,1,37,1
backed_down,5,1,5,4.75,A2C83KDE5MUZQP,5,5,4,5,5,5,5,5,5,1,1,2,1,0,28,1
backed_down,5,1,5,5,A1RL9J60EHDOBI,5,5,5,5,5,5,5,5,5,1,1,2,1,1,46,1
backed_down,5,1,6.4,4.25,A2IBTYRQIZX1N6,4,4,4,5,7,5,6,7,7,1,1,2,1,0,38,1
backed_down,5,1,5.8,5,A3MPRLOQP8D3DL,5,5,4,6,6,5,7,6,5,1,1,2,1,1,37,1
backed_down,5,1,4.4,3,A1BSL1VC7PQR04,3,3,3,3,4,4,5,4,5,1,1,2,1,1,34,1
backed_down,5,1,4,3,A1276MDSN936UZ,3,3,3,3,5,3,3,5,4,1,1,2,1,0,31,1
backed_down,5,1,5.8,6,A19S4W3QLLQJ0T,6,6,6,6,6,6,6,6,5,1,1,2,1,0,40,1
backed_down,5,1,6,4.5,A2BPBFN87X32NO,5,5,4,4,6,6,6,6,6,1,1,2,1,0,28,1
backed_down,5,1,5.6,5,A1GZAHNN3T1AOJ,5,5,5,5,6,5,6,5,6,1,1,2,1,0,45,1
backed_down,5,1,2.6,2.25,AWT957C6LU7N5,3,2,2,2,3,2,3,3,2,1,1,2,1,1,45,1
backed_down,5,1,5.6,5.75,A1DJEWE7PY7YQX,6,6,6,5,6,5,5,6,6,1,1,2,1,0,63,1
backed_down,5,1,5,5,A3HOBJ4PJUOCUN,5,5,5,5,5,5,5,5,5,1,1,2,1,0,58,1
backed_down,5,1,6,4.5,A398O60Z1KEZM8,5,4,5,4,6,6,6,6,6,1,1,2,1,0,37,1
backed_down,5,1,6.2,6.25,A14HW8I4RYHNC4,6,7,6,6,7,6,5,7,6,1,1,2,1,1,55,1
backed_down,5,1,4.6,3.75,A2JIRC73O88L0U,4,4,3,4,5,4,5,4,5,1,1,2,1,1,31,1
backed_down,5,1,6.6,7,A1Q6BCD26I084Z,7,7,7,7,7,6,7,7,6,1,1,2,1,1,31,1
backed_down,5,1,5.6,5.5,A20Z5O57UDPFLX,5,5,6,6,6,4,6,6,6,1,1,2,1,1,24,1
backed_down,5,1,3.6,4.5,A17V85U8PXS4LJ,5,5,4,4,3,4,3,4,4,1,1,2,1,1,60,1
backed_down,5,1,5,3,AWHQGH3JPLTZO,3,3,3,3,5,5,5,5,5,1,1,2,1,0,25,1
backed_down,5,1,4,2.75,A214SYJ4S05Y2A,2,3,3,3,4,2,5,4,5,1,1,2,1,1,59,1
backed_down,5,1,4.6,5,A2V3TUCFVUAKOM,5,5,5,5,5,5,4,5,4,1,1,2,1,0,29,1
backed_down,5,1,6.2,5,A217E1EMJSYBON,5,5,5,5,7,6,6,6,6,1,1,2,1,0,30,1
backed_down,5,1,5.4,5.25,A3KHOW5FW32RUL,6,5,5,5,6,5,6,5,5,1,1,2,1,0,24,1
backed_down,5,1,4.8,5.25,AFIX0G1AT32OD,5,6,5,5,5,4,4,5,6,1,1,2,1,1,42,1
backed_down,5,1,5,4.25,A1GSIR59HGF3SZ,4,5,4,4,4,6,6,5,4,1,1,2,1,0,38,1
backed_down,5,1,5.8,4.75,A2G8DTHDX0XO4I,5,5,5,4,7,5,5,7,5,1,1,2,1,0,22,1
backed_down,5,1,5,4,A2OW2CIT4H7364,4,4,4,4,5,5,6,5,4,1,1,2,1,0,30,1
backed_down,5,1,5.6,4,A2IC2PVR57RY5C,5,4,4,3,5,5,6,6,6,1,1,2,1,1,32,1
backed_down,5,1,5,5,A39C1BN9ZSQ0R2,6,6,5,3,5,4,5,5,6,1,1,2,1,1,33,1
backed_down,5,1,5.2,4.25,A1FCD2XCRJ2UOY,5,6,3,3,5,4,6,5,6,1,1,2,1,1,33,1
backed_down,5,1,5.4,5.25,AWKUOA7M4P8YI,6,5,5,5,5,5,6,5,6,1,1,2,1,0,37,1
backed_down,5,1,5,5,A1VGZ87KEGN5NE,5,5,5,5,5,5,5,5,5,1,1,2,1,1,46,1
backed_down,5,1,5,3.5,AOZUMS41I24QI,4,4,3,3,5,4,7,4,5,1,1,2,1,0,28,1
backed_down,6,1,5.6,5.5,A30WRV40L5NFYS,6,5,5,6,6,5,5,6,6,1,1,2,1,0,33,1
backed_down,6,1,4.8,4,A3AD4H3PWLWK21,4,4,4,4,4,4,6,4,6,1,1,2,1,0,25,1
backed_down,6,1,6,4,ADT6AD3LK64AH,4,4,4,4,7,6,6,6,5,1,1,2,1,1,33,1
backed_down,6,1,5,5,APL3MD4HGU6NF,5,5,5,5,5,5,5,5,5,1,1,2,1,1,36,1
backed_down,6,1,5.4,6,A1IDHLHIVKMT8D,6,6,6,6,6,4,6,6,5,1,1,2,1,1,34,1
backed_down,6,1,5,5.25,A3CR9XJAL7U5JW,6,5,5,5,5,6,5,4,5,1,1,2,1,0,38,1
backed_down,6,1,7,6.5,A39YBLQYIUBR76,6,7,7,6,7,7,7,7,7,1,1,2,1,1,45,1
backed_down,6,1,5.8,5,A9WEX69NN1HG4,6,6,4,4,6,5,6,6,6,1,1,2,1,1,65,1
backed_down,6,1,6,6,A1ICXZVLIZM6IF,5,7,6,6,6,5,7,5,7,1,1,2,1,0,34,1
backed_down,6,1,5,4.5,A2WU2OBJC98WQP,5,5,4,4,5,5,5,5,5,1,1,2,1,0,27,1
